   RA(2000)  Dec(2000)    Flux
 h  m    s    d  m   s      Jy
11 14 38.01 +40 37 17.3  49.61
11 14 41.24 +55 51 51.4   0.63
11 14 41.40 +33 02  2.8   6.29
11 14 42.27 +45 51 38.9   0.60
11 14 44.71 -22 39 55.7   0.70
11 14 47.90 +01 51 12.0   0.81
11 14 48.97 -25 14 59.3   0.65
11 14 49.21 -25 55 47.5   0.49
11 14 50.39 +57 31 55.3   0.66
11 14 50.68 +29 48  2.5   0.80
11 14 50.76 -28 50 21.2   0.94
11 14 51.61 -27 37 22.5   2.79
11 14 52.42 +47 23 20.9   0.50
11 14 53.34 -05 06  9.8   1.90
11 14 53.54 +72 40 34.4   0.46
11 14 53.60 -21 47  0.2   0.95
11 14 54.17 +74 39 51.7   0.72
11 14 54.36 +08 22 45.3   0.77
11 14 55.71 +30 22 46.9   0.59
11 14 55.89 +33 02 38.4   0.97
11 14 56.47 +73 50 48.4   2.47
11 14 56.73 +20 10  2.6   3.52
11 14 57.16 -21 34 23.8   0.67
11 14 59.56 -11 51  0.1   0.89
11 15  0.19 +14 53 11.5   0.73
11 15  0.98 -10 13 18.7   1.76
11 15  1.07 +15 07 10.5   0.90
11 15  4.03 -08 39 59.6   1.02
11 15  4.91 +57 47 19.1   0.60
11 15  5.22 +20 48 14.1   0.45
11 15  5.32 +23 25  2.1   2.45
11 15  5.47 -10 26 20.4  10.83
11 15  5.73 -07 44 10.4   1.05
11 15  6.13 +06 20 28.9   2.51
11 15  6.56 +21 19 53.6   0.72
11 15  6.66 -05 31 41.8   0.70
11 15  6.99 -15 19  4.0   1.22
11 15  7.34 +32 01 51.4   0.43
11 15  7.61 +50 16 25.5   0.99
11 15  8.50 +25 18 43.7   0.79
11 15  9.23 +33 02 54.6   2.30
11 15  9.89 +07 54 49.7   1.98
11 15 10.45 +41 16 56.5   0.58
11 15 11.02 -16 48 17.9  10.94
11 15 12.03 -05 31 21.3   2.90
11 15 12.42 -20 39 55.0   0.65
11 15 12.72 -25 31 17.9   2.23
11 15 15.71 +61 59  8.5   1.85
11 15 16.39 +52 40 40.1   0.87
11 15 17.43 +35 48 51.5   1.12
11 15 18.43 +53 19 21.3   0.49
11 15 20.00 +43 14 29.4   2.44
11 15 20.35 -13 22 49.3   0.82
11 15 21.59 -14 49 12.9   0.47
11 15 22.33 +47 15 16.5   2.59
11 15 22.84 +49 56 42.1   3.21
11 15 24.97 +08 37 20.0   1.07
11 15 25.81 +15 30 10.2   0.75
11 15 26.91 +21 15 22.0   1.18
11 15 27.03 +21 09 17.4   0.57
11 15 27.54 -12 03 12.1   2.24
11 15 28.15 +62 47 42.8   1.69
11 15 28.82 -19 48 59.8   0.67
11 15 29.33 -23 02  6.7   0.85
11 15 29.65 -13 34 31.3   0.48
11 15 31.14 +52 47 31.1   0.70
11 15 31.86 -10 33  7.5   1.39
11 15 31.94 +48 44 14.5   0.51
11 15 33.26 +49 56  8.7   1.49
11 15 34.02 +21 33 58.5   5.94
11 15 34.25 +22 18 57.4   0.63
11 15 34.42 +55 02 49.8   1.41
11 15 34.84 +54 34 19.2  10.40
11 15 37.23 +40 21 50.3   0.67
11 15 38.89 +61 01 40.8   0.60
11 15 39.60 +64 59 18.6   1.18
11 15 40.48 +36 28 15.7   0.87
11 15 41.91 +60 34  6.3   2.70
11 15 42.97 +52 46 12.4   0.62
11 15 44.94 +15 52 24.4   0.82
11 15 45.18 +74 38  9.9   0.64
11 15 47.81 +19 49 17.6   0.70
11 15 48.20 +09 32 19.4   1.17
11 15 48.71 +22 27 13.0   0.95
11 15 49.59 -27 03 19.7   1.30
11 15 51.19 +01 30  6.0   0.93
11 15 53.28 -26 30 14.6   0.88
11 15 54.01 -25 48 31.4   0.94
11 15 55.99 +52 23 57.7   3.42
11 15 56.14 -28 19 42.5   0.94
11 15 57.80 +19 37  3.9   0.50
11 15 58.04 +03 32 59.0   2.28
11 16  0.35 +21 28 17.2   0.54
11 16  0.96 +61 03 24.9  13.41
11 16  2.11 +28 21 11.5   1.16
11 16  3.15 +24 40 50.2   1.59
11 16  3.18 +27 31 38.4   0.89
11 16  4.60 -02 08  6.8   2.87
11 16  6.06 +23 36 18.7   0.87
11 16  6.67 -31 38 32.4   1.86
11 16  7.13 +76 58 10.5   4.07
11 16 11.69 +59 19 53.1  10.26
11 16 12.07 -02 47 54.4   1.26
11 16 12.75 -03 28 30.0   1.71
11 16 13.11 +72 36  0.2   2.80
11 16 14.37 +70 59 24.2   0.74
11 16 14.41 -18 06 21.9   4.89
11 16 15.99 -13 32 38.0   0.67
11 16 16.18 +14 10 10.1   0.66
11 16 17.83 +05 43 55.3   1.20
11 16 20.40 +01 29 26.8   0.93
11 16 21.08 -14 36 10.2   1.20
11 16 22.85 +59 20 29.7   0.79
11 16 23.26 +51 39 12.7   1.57
11 16 24.10 +41 06 30.8   0.51
11 16 24.25 -11 50 15.7   1.01
11 16 24.52 -05 49 36.6   2.56
11 16 24.58 +26 57 16.1   0.85
11 16 25.12 +04 12 20.9   1.80
11 16 25.22 +15 39  5.9   0.72
11 16 26.91 -09 37 11.6   1.11
11 16 28.05 +26 20 35.2   0.64
11 16 28.15 +06 29 38.7   0.77
11 16 29.09 -11 51  3.1   0.74
11 16 30.08 +34 42 23.1   3.46
11 16 32.78 -04 10  0.0   1.23
11 16 32.85 +61 04 42.2   0.81
11 16 33.03 +51 56  8.8   0.48
11 16 33.03 +29 31 59.6   0.92
11 16 33.30 +47 13 23.9   1.43
11 16 34.75 +29 15 21.1  11.13
11 16 36.52 -31 25  9.3   2.99
11 16 36.85 +62 59 31.1   1.43
11 16 37.09 +64 09 46.3   1.37
11 16 37.26 +53 41 24.2   0.60
11 16 38.07 -16 26 37.1   0.64
11 16 39.01 -22 25 54.6   0.48
11 16 40.81 +59 06 52.5   1.41
11 16 41.65 +32 37  8.2   0.97
11 16 41.71 +13 57 36.4   0.72
11 16 41.76 -26 58 50.0   0.73
11 16 41.84 +13 13 27.6   1.14
11 16 42.28 +70 21 49.0   0.88
11 16 43.36 +17 09 12.7   0.71
11 16 43.40 +05 35  9.9   0.68
11 16 44.19 +53 11 59.1   0.97
11 16 44.56 +02 41 45.4   0.67
11 16 45.05 +18 36 30.2   0.64
11 16 45.74 +22 17  6.6   0.67
11 16 46.42 +15 08 55.1   1.84
11 16 46.54 +25 48 10.6   9.46
11 16 48.23 +26 59 31.8   5.54
11 16 49.04 -30 52  3.9   2.07
11 16 49.62 -08 49  0.9   1.08
11 16 49.88 +21 30  7.5   1.53
11 16 50.64 -26 13  1.5   0.98
11 16 51.12 +46 36 44.0   2.31
11 16 52.86 +83 34 56.6   2.85
11 16 54.02 +45 16 12.6   0.54
11 16 54.43 -22 16 51.3   3.46
11 16 56.63 +19 52  7.8   4.26
11 16 58.08 +42 23 59.5   0.55
11 17  0.24 +08 01  7.5   0.88
11 17  0.30 +45 37 20.3   0.64
11 17  0.43 -27 52 34.0   2.84
11 17  0.52 +02 20 45.4   0.67
11 17  1.78 +51 33 17.2   0.53
11 17  2.05 +73 04 54.2   0.46
11 17  4.51 +27 00 28.7   5.05
11 17  5.54 +20 14 17.2   0.66
11 17  6.10 +70 04  9.0   0.76
11 17  7.13 -12 50 56.1   1.59
11 17  8.44 +00 43  5.4   1.26
11 17  9.00 -07 38 50.9   1.35
11 17  9.48 +11 42 12.1   0.66
11 17  9.48 +27 11  6.6   1.46
11 17 10.26 +23 17 18.1   1.26
11 17 11.15 +01 19 59.6   0.57
11 17 12.94 -23 12 50.0   0.52
11 17 13.71 -26 50 40.6   1.63
11 17 14.01 +47 05 46.9   0.57
11 17 14.56 -22 03  2.1   4.92
11 17 15.00 -18 00 11.1   0.43
11 17 15.24 +15 04 18.7   0.60
11 17 15.34 +46 36 13.6   0.56
11 17 15.82 +18 53 29.6   1.00
11 17 16.11 +27 54 26.4   0.84
11 17 16.65 +57 58 12.3   1.14
11 17 17.86 +33 35  1.2   2.33
11 17 18.65 +19 04 24.3   5.71
11 17 18.77 +28 02 10.6   3.42
11 17 19.60 -14 39  0.2   0.56
11 17 22.90 -14 09 13.2   2.63
11 17 23.16 +25 19 11.8   1.44
11 17 23.97 +54 10  7.3   0.56
11 17 24.85 +52 51 56.5   7.53
11 17 25.02 +57 14 55.6   4.21
11 17 26.33 -20 37 25.8   0.68
11 17 28.66 -15 29 34.5   1.12
11 17 29.21 +53 56 36.2   0.53
11 17 29.30 +57 07 49.6   0.45
11 17 33.50 +33 50 16.1   1.20
11 17 33.84 -11 23 46.4   4.01
11 17 33.87 -02 35 57.2  10.90
11 17 35.71 +14 07 58.5   1.35
11 17 37.13 -15 28 43.8   1.08
11 17 39.30 +45 06  8.6   1.38
11 17 40.00 -02 34 13.7   1.04
11 17 40.97 +52 59 42.5   1.84
11 17 41.38 +05 28 59.9   1.37
11 17 42.72 +25 45 47.9   0.79
11 17 44.55 +46 28 49.7   1.14
11 17 45.80 +02 36 35.4   0.96
11 17 46.14 +49 00 50.6   1.34
11 17 47.71 +50 07 32.1   1.60
11 17 47.82 -03 57 37.9   1.19
11 17 48.01 -11 03 24.4   1.11
11 17 48.72 +04 08 26.9   2.70
11 17 49.26 +49 50 58.8   0.39
11 17 50.36 +23 59 42.8   1.96
11 17 52.35 +20 39 11.2   1.88
11 17 52.59 +41 20 17.6   1.92
11 17 53.06 -13 16 55.1   0.83
11 17 53.47 +49 26 48.2   0.44
11 17 53.53 -23 00 19.3   1.21
11 17 54.56 +73 31 55.1   0.49
11 17 55.09 -16 27 40.8   1.21
11 17 58.65 -21 33 50.0   2.63
11 18  2.91 +79 06 43.7   1.05
11 18  3.27 +27 34 53.7   0.70
11 18  3.75 +37 48 10.9   2.24
11 18  3.90 -16 15 32.3   0.86
11 18  4.10 +12 56 29.0   1.32
11 18  4.75 +09 59 38.7   0.91
11 18  5.33 -09 46  3.7   1.55
11 18  7.92 +59 19 14.0   0.55
11 18  8.62 +06 57 34.2   1.06
11 18  9.21 +51 43  9.1   2.66
11 18  9.58 +24 12 22.6   0.87
11 18 11.78 -04 13 22.8   1.88
11 18 12.66 +53 19 46.7   8.74
11 18 13.26 +63 57 40.3   3.06
11 18 14.22 -07 43 12.2   3.96
11 18 15.62 -24 08 57.8   1.67
11 18 15.71 +11 53 20.3   0.93
11 18 16.67 +55 34 11.4   0.85
11 18 17.05 +58 16  7.7   0.52
11 18 17.12 -12 32 57.2   1.58
11 18 19.01 +76 26 42.7   2.79
11 18 20.04 -06 36 16.5   1.73
11 18 22.39 +30 17 56.5   0.62
11 18 23.02 -22 48 48.3   1.71
11 18 23.34 +12 48 25.6   1.65
11 18 23.39 +06 03 56.1   0.81
11 18 25.38 +01 56 46.0   0.82
11 18 25.49 +18 56  2.7   1.73
11 18 27.12 -02 19 25.4   3.16
11 18 27.64 +13 47  1.8   0.66
11 18 27.73 +22 43 49.5   0.65
11 18 27.79 -13 53  8.9   0.80
11 18 28.57 -18 01  3.5   0.40
11 18 28.66 +63 42 34.6   0.42
11 18 29.46 +49 31 58.8   0.74
11 18 30.23 +67 42 25.8   0.59
11 18 31.11 +03 59 38.0   0.98
11 18 31.19 -25 05 50.7   0.77
11 18 32.81 +00 01 30.6   1.13
11 18 33.30 +61 54 19.1   4.27
11 18 33.32 +09 55  3.6   1.48
11 18 33.46 +31 15 21.4   4.01
11 18 35.17 +45 13  7.8   3.10
11 18 36.60 -09 22 37.0   7.28
11 18 36.60 -00 54 53.0   0.88
11 18 37.02 +60 47 58.1   0.71
11 18 37.75 +19 13 10.2   0.54
11 18 39.65 +43 25 11.8   0.45
11 18 39.71 +42 08 16.6   0.62
11 18 40.11 +02 18 25.5   1.93
11 18 40.90 -14 49 16.2   1.82
11 18 42.67 +12 42  0.1   1.87
11 18 43.60 +51 56 47.6   0.55
11 18 43.82 +59 19 51.4   0.95
11 18 45.50 +09 28 31.4   0.83
11 18 46.47 +28 02 36.0   0.84
11 18 46.98 -16 53 48.7   0.70
11 18 48.56 +03 14  7.6   0.72
11 18 48.56 -26 41 27.2   0.65
11 18 49.02 -14 10 55.0   2.81
11 18 51.71 +58 53 37.7   1.38
11 18 53.83 +20 06 31.1   0.50
11 18 54.21 -26 12 22.5   2.52
11 18 54.61 +47 38 25.9   0.79
11 18 56.59 -23 51 48.7   0.43
11 18 57.30 +12 34 43.4   6.38
11 18 58.68 +02 50  3.2   0.70
11 18 58.80 +03 07  7.4   2.14
11 18 59.36 +27 54  4.5   1.62
11 19  0.29 +12 52 26.4   0.60
11 19  1.84 +56 22 47.1   1.65
11 19  1.88 +79 41 35.0   0.40
11 19  2.12 +38 58 38.3   1.26
11 19  2.78 +24 10 29.8   0.99
11 19  2.81 +26 01  4.9   1.04
11 19  3.82 -13 53 35.0   1.08
11 19  4.04 -29 39 53.7   0.74
11 19  4.90 +00 07 41.8   0.94
11 19  5.31 +65 08  1.5   0.58
11 19  5.49 -26 28 16.4   0.68
11 19  6.14 +45 43 54.8   1.69
11 19  7.84 -27 30 59.2   0.97
11 19  8.37 -14 41 51.9   1.88
11 19  8.67 +60 04 23.5   0.85
11 19  9.50 +43 11 54.5   0.76
11 19 10.05 +18 04 27.6   0.59
11 19 12.10 +41 03 32.6   0.45
11 19 14.13 +11 44 44.6   1.61
11 19 14.80 +42 22 38.7   0.47
11 19 14.96 +50 04 59.2   1.14
11 19 15.98 -21 00 38.5   1.93
11 19 16.52 -05 27  2.0   7.26
11 19 17.43 +80 48 24.9   3.56
11 19 18.78 +69 01 56.8   0.50
11 19 19.95 -02 41 59.0   1.20
11 19 20.00 -22 45  9.1   0.60
11 19 20.57 -32 19 41.4   3.62
11 19 23.21 -23 09 59.3   1.34
11 19 23.67 +32 55 14.9   0.95
11 19 24.54 -25 35 48.8   1.25
11 19 25.31 -03 02 52.1  16.75
11 19 26.57 +20 40 22.4   0.55
11 19 29.72 +52 04  9.7   1.37
11 19 31.19 +02 07 27.8   0.90
11 19 32.49 -03 01 23.7   1.43
11 19 32.48 +80 20 32.4   1.03
11 19 33.10 +08 52 58.6   1.55
11 19 33.42 -08 53 38.4   2.70
11 19 33.66 -12 05 47.0   0.61
11 19 33.93 -02 08 18.7   1.04
11 19 34.32 +63 16 52.8   0.52
11 19 34.79 +20 51 31.0   0.55
11 19 37.31 +61 29 18.5   0.90
11 19 37.33 +26 36 32.1   0.64
11 19 38.08 +05 39 40.7   0.90
11 19 38.21 -13 20 53.9   0.76
11 19 39.28 -20 27 19.3   0.69
11 19 40.99 -30 25 52.9   3.24
11 19 41.54 +17 09 27.6   3.28
11 19 41.88 +52 59 49.8   0.56
11 19 43.01 +08 43 37.9   0.66
11 19 44.22 -30 27 44.5   2.42
11 19 44.38 -23 48 31.5   0.44
11 19 44.79 -25 33 21.7   0.64
11 19 45.06 +55 00  8.6   0.52
11 19 46.01 -19 29 50.9   3.03
11 19 46.54 -24 51 31.5   1.85
11 19 46.74 -20 56 27.7   1.29
11 19 48.16 -19 00 36.5   0.63
11 19 48.97 -19 31  1.9   3.28
11 19 50.53 -13 30 11.3   1.33
11 19 50.97 +16 24 39.9   0.80
11 19 51.09 +19 08  9.1   1.13
11 19 52.08 +42 57 36.3   1.79
11 19 52.48 -16 48  2.7   0.47
11 19 53.09 +13 56 55.2   0.83
11 19 54.14 -06 11 38.6   1.27
11 19 55.49 +42 34 21.2   0.59
11 19 56.92 +55 11 58.5   0.45
11 19 58.80 +15 35 50.0   2.01
11 19 58.82 +62 01 37.8   1.35
11 20  0.06 +43 28  4.1   1.92
11 20  1.92 +20 01 13.5   1.15
11 20  3.79 -22 08 44.2   0.62
11 20  4.22 +34 29 44.8   0.72
11 20  4.86 -32 44 46.0   1.14
11 20  6.84 +41 11 55.0   1.60
11 20  8.72 +21 51 29.7   0.79
11 20  9.15 -25 08 11.7   1.89
11 20 10.08 -21 59 49.3   4.58
11 20 13.46 -23 49 36.8   0.76
11 20 13.74 +19 39 16.9   0.58
11 20 14.54 +12 59 17.8   0.92
11 20 15.21 -27 20  7.1   1.21
11 20 15.30 -21 53 18.9   0.51
11 20 15.55 +60 03 11.9   0.89
11 20 15.57 +28 04  1.8   2.08
11 20 15.86 +43 54 49.1   3.22
11 20 17.34 +13 35 29.5   1.76
11 20 20.46 -20 58 26.7   0.90
11 20 21.43 +73 50 31.2   0.88
11 20 21.83 +40 44  0.0   1.19
11 20 21.94 -01 48  9.4   1.29
11 20 22.95 -26 49 45.9   0.78
11 20 23.05 +54 04 25.9   1.67
11 20 23.61 +50 29 28.0   0.47
11 20 24.83 +14 28 20.7   0.54
11 20 24.96 +54 33 11.5   1.64
11 20 25.22 +69 58  9.2   0.78
11 20 26.32 +57 10  3.3   2.13
11 20 26.57 +58 55 47.9   0.70
11 20 26.79 -14 00 11.8   0.57
11 20 26.86 +13 52  2.4   0.71
11 20 27.86 +12 30 42.2   0.72
11 20 28.69 +14 20 55.9   0.52
11 20 29.46 +70 09 12.8   1.02
11 20 29.83 +20 37  2.4   1.06
11 20 30.79 -22 51 38.7   0.88
11 20 30.86 +12 41  4.5   1.06
11 20 31.37 +38 11 15.6   0.47
11 20 31.54 +32 05 43.7   0.62
11 20 32.05 +68 48 15.4   0.57
11 20 32.33 +36 07 45.9   0.88
11 20 34.02 +40 44 17.8   1.32
11 20 34.60 -17 37 14.8   0.51
11 20 35.67 -17 37  8.2   0.56
11 20 36.57 +51 33  8.2   0.85
11 20 36.67 +16 59 10.4   1.48
11 20 37.08 +07 04 32.6   0.90
11 20 37.10 +79 57 24.6   0.53
11 20 37.62 +64 31 49.4   0.74
11 20 39.71 +05 36 43.5   1.19
11 20 39.90 +31 35 51.6   0.70
11 20 40.19 +36 43 45.6   1.31
11 20 40.29 +22 39 19.6   0.60
11 20 40.61 +53 05  8.7   1.02
11 20 41.95 -00 00 35.1   1.20
11 20 42.07 +13 05 25.7   2.27
11 20 42.53 +26 49 10.0   0.77
11 20 42.75 -29 59 55.6   0.96
11 20 42.77 +23 27 52.5  19.03
11 20 43.20 -17 35 33.9   1.09
11 20 43.97 +19 22 47.3   6.45
11 20 43.97 -14 48 19.9   0.89
11 20 44.12 +54 30 27.8   0.45
11 20 48.95 +16 11 44.2   0.82
11 20 49.24 +35 46 40.6   1.44
11 20 50.51 -19 21 58.8   0.52
11 20 50.81 +47 45 27.2   0.85
11 20 50.98 +62 19 27.5   0.73
11 20 51.38 -21 50  1.4   0.49
11 20 52.40 +07 48 48.4   0.87
11 20 52.61 -15 29 36.9   3.81
11 20 53.05 +14 18 41.0   1.33
11 20 54.40 -17 20 50.8   0.54
11 20 54.58 -21 01  3.1   1.27
11 20 55.13 +16 11  2.9   0.99
11 20 55.21 +44 53  1.8   1.38
11 20 55.61 +27 24 55.6   0.76
11 20 57.11 +57 56  9.7   0.64
11 20 58.16 +13 27  3.6   1.36
11 20 58.26 -20 08 11.1   0.45
11 20 58.90 +74 25 57.4   1.03
11 20 59.27 -07 12 31.2   1.31
11 20 59.95 -28 20 57.5   0.88
11 21  0.65 +15 42 24.3   1.14
11 21  2.36 -27 25 48.5   2.85
11 21  2.58 -18 49 21.4   1.94
11 21  2.60 -10 49 59.0   0.87
11 21  6.38 +19 50 10.9   4.16
11 21  6.52 +02 33 24.2   0.97
11 21  9.86 +05 26  0.0   1.13
11 21 10.28 +12 35 54.4   0.80
11 21 11.62 -11 38 59.1   0.81
11 21 12.69 +15 26  6.9   0.90
11 21 13.09 -13 34  2.5   1.46
11 21 13.41 +43 35 18.1   0.66
11 21 15.50 -12 21 51.4   1.56
11 21 18.19 -00 13 27.6   4.07
11 21 18.33 +24 26 38.8   1.18
11 21 18.56 +25 38 15.9   0.75
11 21 19.31 -27 40 29.0   2.16
11 21 20.08 +46 18  9.9   1.19
11 21 21.34 -01 41 36.2   0.83
11 21 23.76 +45 18 23.2   1.04
11 21 24.80 -28 59  1.7   0.83
11 21 27.18 -23 33 26.1   0.87
11 21 27.66 -23 48  9.2   0.56
11 21 27.98 +02 51 49.4   1.79
11 21 28.14 +67 43 35.4   0.81
11 21 28.40 +31 16 29.0   2.06
11 21 28.57 +19 26 52.4   1.03
11 21 29.92 +12 36 22.3   5.61
11 21 32.30 -21 50 55.8   1.90
11 21 32.32 -11 55 14.7   0.85
11 21 32.33 -00 05  9.1   1.19
11 21 32.86 +28 10 12.3   1.24
11 21 34.33 -16 45 24.3   0.75
11 21 36.31 -14 26 12.5   0.68
11 21 36.65 +45 18 51.8   2.04
11 21 37.68 +43 24 49.4   0.85
11 21 38.89 -14 08 24.2   0.56
11 21 38.92 -23 16  1.7   0.59
11 21 39.27 -00 37 43.4   1.11
11 21 39.99 +17 06 17.3   7.14
11 21 39.99 +11 03 55.3   0.98
11 21 40.38 +45 43 33.1   1.61
11 21 43.44 +40 06 34.6   0.77
11 21 43.58 -26 47 31.9   1.67
11 21 47.21 -01 28  1.4   0.88
11 21 49.94 +51 23  6.4   0.70
11 21 50.64 +63 25 29.6   0.98
11 21 51.69 -15 16 32.3   0.61
11 21 51.91 +49 08 49.7   1.10
11 21 54.67 -11 38 40.8   1.40
11 21 57.81 -21 14 19.3   1.30
11 21 58.51 -29 28 55.9   0.85
11 21 58.56 +50 10 56.0   1.03
11 21 59.19 +35 36 56.3   0.85
11 21 59.90 +42 19 11.3   1.28
11 22  0.29 +45 07 57.6   0.62
11 22  0.32 +44 31 12.1   0.64
11 22  1.12 +00 46 35.5   1.45
11 22  1.45 +27 27  9.0   0.63
11 22  1.57 -22 45 33.4   2.65
11 22  2.23 -12 46 33.3   4.25
11 22  2.24 +21 12 33.1   2.28
11 22  2.36 +44 01 33.9   1.49
11 22  2.48 +46 57 26.6   0.90
11 22  3.28 +13 43 55.4   0.56
11 22  3.98 +32 57 49.5   1.44
11 22  5.38 +26 13 41.9   2.60
11 22  6.11 +27 30 40.3   2.21
11 22 11.29 +59 44 38.8   0.68
11 22 14.16 +75 46 57.7   0.81
11 22 18.35 +77 39 58.8   0.91
11 22 19.99 +54 57 38.7   0.82
11 22 20.57 +61 19 40.9   0.81
11 22 21.04 +47 13  5.0   0.62
11 22 21.05 +18 41 47.3   0.65
11 22 21.08 -23 47 22.3   0.78
11 22 21.45 +44 37  4.1   0.72
11 22 21.72 -12 01  7.5   2.48
11 22 23.16 -02 31  8.4   0.93
11 22 23.55 -31 51 47.0   1.13
11 22 26.05 +54 50 16.6   0.64
11 22 26.48 -18 10 40.0   1.19
11 22 26.98 -05 11 58.3   1.45
11 22 27.67 -26 26 23.5   0.76
11 22 29.51 +18 05 24.9   2.27
11 22 30.30 +21 24 35.7   4.67
11 22 30.84 -24 46 35.9   2.12
11 22 31.12 -14 23 57.7   2.41
11 22 31.49 +17 26 19.6   2.20
11 22 31.54 +53 15 50.8   1.39
11 22 31.91 -23 55 28.0   1.35
11 22 32.74 +32 39 45.6   0.90
11 22 34.88 -04 24 19.7   1.78
11 22 35.30 -20 01 25.7   0.55
11 22 37.96 -17 09 44.7   0.49
11 22 39.31 +47 54 36.4   0.58
11 22 40.37 -01 27 28.0   0.80
11 22 43.23 +10 16 46.8   0.62
11 22 44.22 +50 10 18.3   0.76
11 22 48.96 +10 17 35.9   0.97
11 22 49.82 -14 36 25.8   0.89
11 22 50.45 +01 49 58.9   1.80
11 22 51.41 -09 30 28.7   2.18
11 22 51.49 +60 19 51.8   0.87
11 22 51.50 +01 07 48.1   2.19
11 22 51.61 +15 42 15.6   0.70
11 22 51.74 +16 17 34.7   1.46
11 22 54.77 +01 06  9.9   0.90
11 22 55.53 +10 18  1.8   0.77
11 22 57.15 +01 04 47.3   0.94
11 22 58.64 +13 15 19.9   1.48
11 22 58.73 +42 51 41.8   0.54
11 22 59.35 -14 20 40.8   1.68
11 22 59.87 +45 06 20.2   0.66
11 23  1.89 +47 16 26.3   1.78
11 23  2.49 +15 17 15.1   0.90
11 23  2.73 +71 22 26.7   0.46
11 23  3.72 +58 02 35.5   0.62
11 23  3.80 +15 36 45.7   2.39
11 23  4.32 -14 28 54.2   2.58
11 23  5.37 +31 15 28.5   2.23
11 23  6.24 +43 47 26.5   0.84
11 23  6.90 -18 31 48.0   4.95
11 23  7.62 +15 46 26.9   1.43
11 23  9.04 -27 22 40.5   2.41
11 23  9.38 +05 30 20.7  13.86
11 23 10.06 +21 10 53.8   1.10
11 23 10.36 -21 54  5.5   1.23
11 23 13.49 +51 55 17.1   0.63
11 23 14.60 +21 03 43.6   1.13
11 23 15.62 +14 28 11.7   0.75
11 23 18.49 +67 04 25.1   1.26
11 23 19.45 +54 49 53.9   0.50
11 23 19.74 -12 26 16.9   4.23
11 23 20.43 +47 57 54.6   0.72
11 23 20.51 +71 21  6.9   3.40
11 23 21.07 -27 32 14.7   4.27
11 23 21.73 +69 51 51.7   0.77
11 23 22.04 +52 43  2.5   0.42
11 23 22.07 -13 35 38.5   0.72
11 23 22.12 +60 06 53.3   1.60
11 23 24.14 -29 00 32.9   1.21
11 23 28.47 -13 03  2.3   0.62
11 23 28.75 +68 54  6.4   2.37
11 23 29.25 -23 50 26.9   1.07
11 23 31.98 +23 50 41.8   1.34
11 23 32.28 -22 19 59.7   3.36
11 23 33.97 -20 16 40.9   1.29
11 23 35.52 +73 48 21.9   9.08
11 23 35.62 -18 45 20.2   0.73
11 23 35.65 +16 10 15.3   0.76
11 23 35.78 +11 44 34.4   2.87
11 23 36.75 -25 26 28.7   0.77
11 23 36.90 +54 30 52.1   0.59
11 23 37.65 -27 48 52.8   0.86
11 23 38.43 +04 48 41.0   1.13
11 23 39.62 +01 07 12.0   0.78
11 23 40.49 -14 03 11.6   0.55
11 23 41.35 +36 55 44.7   2.79
11 23 41.60 +12 52 10.6   1.59
11 23 43.38 -00 22 36.1   0.90
11 23 43.49 +00 15 52.4   2.27
11 23 43.94 +77 31 25.5   7.19
11 23 45.29 +06 33 27.6   0.61
11 23 45.97 -21 14 33.8   1.07
11 23 46.90 +39 38  4.3   0.77
11 23 47.01 +43 54  1.9   1.83
11 23 47.20 +42 50 34.1   0.58
11 23 47.37 +22 30  5.5   0.88
11 23 47.85 +30 52 28.2   2.05
11 23 47.95 +12 09 15.3   1.61
11 23 49.39 +02 46 35.9   1.59
11 23 50.23 +20 17  5.5   1.01
11 23 50.72 +42 48 44.4   0.82
11 23 51.17 +44 21 51.1   2.00
11 23 51.19 -18 57 43.1   0.54
11 23 52.86 -03 54 59.7   1.01
11 23 53.38 +51 41 47.4   1.96
11 23 54.53 +64 17 50.5   1.02
11 23 54.87 +35 44 44.4   0.79
11 23 54.99 +44 08 35.8   6.55
11 23 55.34 -16 03  4.2   0.56
11 23 55.64 +31 41 26.0   3.29
11 23 55.78 +46 29 13.7   0.61
11 23 56.86 -12 13 57.6   6.46
11 23 57.19 +15 48 44.1   0.78
11 23 59.00 +02 18 45.5   0.90
11 24  2.47 -15 01 55.1   0.60
11 24  3.46 +19 41 20.3   1.10
11 24  3.84 -24 05 20.1   7.70
11 24  6.79 +18 36 46.1   1.16
11 24  7.30 -15 08 13.6   2.24
11 24  7.50 +15 44 25.9   0.96
11 24  8.63 -02 03  7.5   1.16
11 24  9.93 +21 26  5.7   0.75
11 24 10.94 -22 22 15.1   0.89
11 24 11.52 -15 49  2.8   0.61
11 24 11.74 +43 25 54.9   1.13
11 24 11.77 -03 37  1.0   2.87
11 24 12.22 -00 59 56.2   0.86
11 24 13.96 +31 10 54.5   1.12
11 24 14.71 +53 53 48.1   5.23
11 24 15.82 -26 51 37.5   0.46
11 24 17.51 -12 19 37.0   1.00
11 24 18.98 +38 32 45.5   0.54
11 24 19.06 +32 57 44.2   0.81
11 24 21.60 +41 35 40.8   0.68
11 24 21.64 +45 23 25.8   0.75
11 24 21.69 +02 03 51.2   0.90
11 24 22.67 +21 24 10.5   0.77
11 24 23.09 +74 03 42.3   1.17
