   RA(2000)  Dec(2000)    Flux
 h  m    s    d  m   s      Jy
06 37 50.44 +47 20 29.6   0.68
06 37 50.99 +31 46  0.0   0.54
06 37 52.45 -02 48  7.5   2.24
06 37 53.60 -26 27  0.0   0.90
06 37 53.95 -00 34 30.8   1.38
06 37 54.50 +42 20 54.4   0.37
06 37 54.98 +17 16 36.0   0.71
06 37 56.52 -16 56 12.5   0.73
06 37 56.87 +40 21 52.6   0.86
06 37 58.32 +23 58 38.6   2.47
06 37 58.77 +30 10 35.2   0.66
06 37 59.26 -01 01  6.2   1.79
06 38  1.22 -14 01 56.4   1.14
06 38  1.48 -15 36 22.6   1.28
06 38  1.58 +59 33 25.9   0.43
06 38  1.63 +43 51 12.2   1.39
06 38  1.80 -18 12 50.0   0.80
06 38  2.12 -00 25 35.7   2.31
06 38  4.80 +22 12 59.1   0.74
06 38  4.80 +27 25 12.4   1.61
06 38  5.51 +00 16 27.6   1.13
06 38  5.90 -20 52 12.0   2.35
06 38  6.05 -23 53  7.4   0.99
06 38  6.42 +36 01 25.8   1.37
06 38  6.65 +62 34 40.1   0.77
06 38  8.46 -27 47  3.9   0.58
06 38  8.59 +09 46 22.8   0.97
06 38 11.45 +14 42 11.9   0.64
06 38 11.98 +16 41 11.4   0.76
06 38 12.62 +21 07 31.7   0.58
06 38 12.70 -21 36  4.5   0.67
06 38 14.17 +24 58 55.1   0.90
06 38 14.53 +35 44  9.7   1.73
06 38 17.14 +50 38 31.0   1.89
06 38 18.18 +53 18 27.3   0.56
06 38 18.30 -30 43 11.2   0.98
06 38 19.42 +16 47 19.8   0.59
06 38 21.43 +12 56 18.4   1.56
06 38 21.58 -07 22  8.0   0.99
06 38 21.85 +45 14 43.1   0.68
06 38 22.55 +41 40 35.3   0.52
06 38 22.79 +36 27 27.1   2.65
06 38 24.12 +12 41 56.3   1.60
06 38 25.15 -29 32 57.1   0.94
06 38 27.35 +64 23 22.3   0.96
06 38 27.39 +13 20 32.7   1.78
06 38 27.90 -21 35 36.5   1.44
06 38 28.07 +73 15 29.8   0.43
06 38 29.05 -03 01 33.5   0.85
06 38 29.33 +64 28 26.0   0.98
06 38 29.81 +06 24 53.7   1.27
06 38 30.36 +55 24 14.8   0.57
06 38 31.15 +13 33 54.2   5.73
06 38 32.33 -08 01 57.6   2.11
06 38 32.50 +16 31 24.3   0.87
06 38 33.91 +36 20 21.8   1.23
06 38 34.32 +16 32 54.3   0.59
06 38 34.50 -25 41 22.7   2.09
06 38 35.06 +48 40 26.0   0.89
06 38 35.46 +20 32 42.4   8.20
06 38 35.55 +66 20 56.1   3.54
06 38 36.34 +08 22 31.4   1.59
06 38 38.02 -16 49 16.3  14.34
06 38 39.38 +84 11  7.2   5.99
06 38 39.45 +35 49 26.5   0.70
06 38 40.39 +50 58 32.3   3.50
06 38 40.94 +11 40 20.6   0.94
06 38 42.95 +30 15 53.0   5.90
06 38 43.12 +00 00 10.4   1.22
06 38 43.89 +04 25 56.1   0.93
06 38 44.15 -25 33 19.2   0.56
06 38 44.26 +29 06 53.0   0.65
06 38 45.12 -26 47  6.3   1.54
06 38 45.42 +33 26 35.3   1.23
06 38 45.48 +19 05 42.8   6.70
06 38 45.93 +59 13 12.7   0.72
06 38 46.18 +38 16 26.3   1.11
06 38 46.58 +19 13 35.8   0.77
06 38 49.14 +26 51 16.8   0.90
06 38 51.46 +40 01 50.9   0.84
06 38 51.89 -12 20  8.4   2.15
06 38 52.28 +09 26  4.2   0.68
06 38 53.18 +43 27 59.5   0.56
06 38 54.10 +25 05 32.4   1.09
06 38 54.15 +33 34 49.4   1.47
06 38 54.96 -28 15 56.5   2.29
06 38 56.11 -07 04 35.0   1.01
06 38 56.65 +18 32 30.9   0.40
06 38 56.87 -23 36 55.8   0.56
06 38 57.81 -06 48 10.1   0.77
06 38 59.03 +24 34  5.6   2.87
06 38 59.29 +26 13 60.0   3.14
06 38 59.53 -28 38 11.4   4.90
06 39  0.36 +30 44 50.3   0.70
06 39  0.52 +40 45 30.5   0.99
06 39  2.43 +01 05 11.5   2.94
06 39  2.94 +15 58 28.5   0.83
06 39  3.10 +09 00 19.0   1.87
06 39  5.25 -26 31 29.6   0.87
06 39  5.92 +43 17 35.8   0.39
06 39  5.98 +50 51 32.0   0.95
06 39  6.50 +32 46  2.3   1.00
06 39  7.10 -20 55 52.2   1.14
06 39  8.12 +18 38 49.1   1.81
06 39  8.57 -29 21 26.9   3.23
06 39  9.14 +35 06 26.2   1.26
06 39 10.08 +54 07 29.0   1.36
06 39 11.74 +00 07 52.1   1.44
06 39 11.89 +24 32 11.7   1.32
06 39 12.01 +16 44 35.2   0.58
06 39 12.22 +43 25 17.0   0.63
06 39 13.42 -10 30 17.8   0.80
06 39 13.67 -02 31  7.3   2.83
06 39 15.01 +42 54 53.8   0.87
06 39 15.81 -21 45 50.2   1.13
06 39 16.25 -15 22 18.9   0.76
06 39 16.38 +55 05 12.6   0.79
06 39 16.96 -25 41 20.8   0.67
06 39 17.15 +34 20 37.6   6.20
06 39 18.82 +57 42 41.9   0.45
06 39 19.42 +26 15 45.4   1.08
06 39 20.68 +73 25  1.7   2.44
06 39 21.22 -14 45 23.8   2.45
06 39 22.38 +24 16 21.7   1.07
06 39 22.63 +49 58 20.0   2.19
06 39 22.85 -28 34 49.7   2.06
06 39 23.75 +20 48 58.9   0.54
06 39 23.90 -27 56  6.2   1.25
06 39 24.60 +15 18 56.6   0.61
06 39 25.17 -26 13 49.7   1.31
06 39 25.36 +36 32 34.5   0.95
06 39 27.78 +13 13 42.2   2.59
06 39 28.07 +35 43 37.4   0.72
06 39 28.48 -21 42  2.7   0.91
06 39 28.70 +15 34 12.9   0.53
06 39 30.00 +41 52 52.0   1.73
06 39 30.73 +25 42 31.0   0.82
06 39 30.98 -04 37 38.3   0.89
06 39 31.72 +47 47 28.6   0.58
06 39 31.81 +57 38 24.7   1.08
06 39 32.75 -24 18 33.0   1.94
06 39 36.65 +48 40 10.1   2.87
06 39 38.13 +32 36 21.2   0.43
06 39 38.18 -02 12 26.6   1.62
06 39 38.20 +20 06 21.9   1.41
06 39 38.97 +40 59 49.5   2.76
06 39 39.65 -10 47 47.4   0.70
06 39 41.59 +11 11 47.9   0.82
06 39 41.99 +46 21 56.0   1.73
06 39 42.18 +49 35 36.8   6.06
06 39 42.74 +51 06 12.8   5.50
06 39 44.61 +40 55 40.7   0.58
06 39 45.64 -04 48 17.7   1.06
06 39 46.80 -24 05 24.9   0.70
06 39 48.23 +40 40 42.2   2.82
06 39 48.76 +16 52  1.6   0.63
06 39 49.15 -05 52  8.2   1.22
06 39 49.15 +07 30 42.1   1.26
06 39 49.22 +34 15 52.1   1.53
06 39 49.33 +11 29 55.6   2.81
06 39 51.58 +69 58 27.6   0.62
06 39 52.49 -26 25 57.1   0.74
06 39 53.20 -09 14 18.3   1.43
06 39 54.44 +56 18 15.8   0.61
06 39 54.83 +12 05  5.1   0.99
06 39 57.13 +47 11 29.1   0.40
06 39 57.39 +29 38 44.9   0.81
06 39 57.70 +38 48 41.0   1.11
06 39 57.90 -20 54 44.4   1.04
06 39 57.94 -27 45 34.1  11.62
06 40  1.08 +48 08 48.3   0.83
06 40  2.14 +84 10 41.1   0.90
06 40  2.21 -09 26 29.5   1.69
06 40  3.25 +29 38 30.2   8.12
06 40  3.58 +06 53 55.5   1.07
06 40  4.54 +39 28 56.8   0.68
06 40  4.94 +14 26 30.2   0.70
06 40  6.45 +47 26 40.6   3.14
06 40  6.63 -12 53 26.1   1.31
06 40  6.67 +40 56 37.7   0.79
06 40  6.72 +29 38  3.4   0.67
06 40  7.34 -25 27 42.2   1.76
06 40  7.55 -13 05 29.9   2.03
06 40  8.03 +61 07 43.9   0.91
06 40  8.39 +33 31 56.6   3.79
06 40  9.36 +30 13 14.5   1.96
06 40  9.57 +57 05 57.5   2.45
06 40 10.17 +51 16 58.1   0.54
06 40 13.02 -08 02  9.1   4.18
06 40 13.11 -31 24  3.7   1.45
06 40 14.71 -02 26 57.7   1.95
06 40 14.77 +33 32 40.8   4.04
06 40 14.86 -27 01  8.5   0.72
06 40 15.11 -04 03 51.3   0.61
06 40 15.40 +70 22 15.8   0.37
06 40 16.97 +30 56 15.6   1.17
06 40 18.57 +14 36 54.6   0.68
06 40 18.73 +50 47  1.1   0.46
06 40 18.89 +50 12 27.0   0.45
06 40 20.25 +12 14 56.7   0.91
06 40 21.31 -14 15 33.0   0.51
06 40 21.48 +26 11 21.8   1.53
06 40 21.56 +30 59 16.2   0.79
06 40 22.27 +68 34 18.0   1.73
06 40 22.81 +17 58 50.4   2.30
06 40 23.70 +42 35 48.3   1.10
06 40 25.75 +08 36  7.7   1.00
06 40 26.60 -08 59 32.0   2.70
06 40 27.19 +10 10 57.4   0.96
06 40 27.29 +34 02  7.9   0.59
06 40 27.53 +31 26  6.7   0.70
06 40 28.44 +16 10 47.0   0.84
06 40 28.49 +55 30 57.1   0.38
06 40 29.16 +38 17  9.9   0.48
06 40 29.41 +33 16  7.8   0.51
06 40 30.67 -28 22 20.4   0.83
06 40 32.59 +55 47 19.4   1.21
06 40 34.19 -07 28 51.2   2.96
06 40 35.84 +54 41 17.0   0.48
06 40 36.69 -20 00 18.7   2.02
06 40 36.91 +60 40 31.3   1.48
06 40 37.03 +37 53 56.8   0.50
06 40 39.45 +40 07 17.5   0.67
06 40 39.87 -09 35 21.4   0.78
06 40 39.97 +03 23 48.9   1.31
06 40 42.09 -05 07  5.2   2.55
06 40 42.17 -27 38  4.7   3.98
06 40 42.17 -18 38 42.6   1.46
06 40 42.35 +53 00 30.4   1.87
06 40 44.17 +07 25 11.1   1.16
06 40 44.97 +78 13 23.8   3.35
06 40 45.98 +42 50 43.1   0.42
06 40 48.53 +12 09 21.6   2.07
06 40 48.86 -23 02  4.8   0.59
06 40 49.02 -23 00 51.5   2.67
06 40 49.87 +09 32  9.2   1.20
06 40 49.90 +38 01 24.4   0.45
06 40 51.44 -08 32 43.8   2.40
06 40 51.76 +48 42  0.4   0.52
06 40 53.26 +56 35 50.3   0.50
06 40 53.66 -27 00  3.9   1.56
06 40 53.72 +43 56 56.5   1.01
06 40 55.93 +11 55 42.3   3.07
06 40 56.99 -15 00 45.6   0.60
06 40 57.45 +49 40 23.0   0.40
06 40 58.26 +34 04 12.5   0.87
06 40 58.47 -17 07 46.8   1.17
06 40 59.64 +14 35 51.7   0.99
06 41  0.11 +00 45 26.8   6.14
06 41  0.44 +15 46 48.3   0.79
06 41  2.08 +13 24 55.7   0.70
06 41  2.87 +20 55 34.7   1.05
06 41  2.88 +31 47 42.0   0.53
06 41  3.34 -26 51  7.0   0.62
06 41  3.70 -24 52 45.0   1.93
06 41  6.60 -07 25 51.8   0.94
06 41  6.86 +33 07 41.5   0.91
06 41  7.28 +38 56 60.0   4.31
06 41  8.38 +43 25  3.6   0.87
06 41  8.46 +35 29  3.7   0.56
06 41  9.82 -25 01 32.3   1.01
06 41  9.93 +14 34 20.2   0.78
06 41 11.45 -11 56 51.9   0.65
06 41 12.90 +58 02 15.4   1.66
06 41 14.09 +77 44 45.7   1.77
06 41 14.23 +44 39 21.4   0.54
06 41 15.57 +10 11 39.4   0.89
06 41 15.83 +31 53 42.5   6.45
06 41 15.85 -06 28 49.2   0.75
06 41 16.16 +30 52 27.9   0.55
06 41 16.99 +29 23 34.7   1.06
06 41 19.57 -14 08 33.6   0.53
06 41 20.64 -07 14  8.9   2.43
06 41 20.85 +12 19 44.7   0.64
06 41 22.13 -25 47 42.7   0.74
06 41 23.23 +08 24 12.4   1.98
06 41 23.42 +18 12 56.0   0.95
06 41 25.66 -10 17 50.4   2.05
06 41 27.77 -00 18 58.2   1.07
06 41 27.89 +57 53 47.8   0.58
06 41 28.95 +18 53  7.3   0.48
06 41 29.51 +73 44 48.1   0.77
06 41 29.90 -06 44 23.9   1.24
06 41 31.01 +56 50 29.7   0.56
06 41 31.76 -17 46  4.5   1.81
06 41 33.29 +41 48 38.7   2.54
06 41 34.11 -14 59 40.6   4.26
06 41 34.27 +31 17 54.0   1.66
06 41 35.55 +35 39 58.1   1.11
06 41 36.11 +68 50 56.2   1.93
06 41 37.31 -28 39 38.3   1.01
06 41 37.32 +24 08 47.4   1.51
06 41 38.31 +38 37 34.4   0.78
06 41 38.40 +61 02  3.8   6.74
06 41 39.59 +23 13 32.7   1.89
06 41 39.63 -10 32 23.3   0.69
06 41 40.03 +05 46 37.3   1.37
06 41 40.10 -24 52 25.9   0.76
06 41 40.19 +32 23 59.4   0.55
06 41 41.60 +08 05 11.4   0.88
06 41 42.44 -13 29 51.7   1.29
06 41 42.92 +15 28 30.9   0.54
06 41 44.13 +46 06 43.7   1.33
06 41 45.04 +48 12  3.0   0.40
06 41 45.29 -12 39  0.8   0.78
06 41 45.33 +45 26 40.0   0.57
06 41 45.59 +09 47  3.6   3.49
06 41 47.68 +51 47 51.1   0.57
06 41 48.32 +33 16 53.4   0.49
06 41 48.53 -14 30 42.6   0.77
06 41 49.61 +64 42 18.7   5.79
06 41 49.65 +39 18 57.9   0.50
06 41 50.30 +31 32 15.3   2.09
06 41 51.23 -03 20 53.7   0.87
06 41 51.42 -24 11 42.9   0.74
06 41 51.47 +27 15  1.1   0.95
06 41 51.77 +04 20  7.4   2.57
06 41 52.37 +44 33 18.4   1.89
06 41 55.04 +57 23 32.2   2.16
06 41 55.30 +63 09 56.9   0.54
06 41 55.94 +56 55 49.7   0.59
06 41 58.34 +17 28 11.0   0.54
06 41 59.35 +38 33  3.9   4.68
06 42  2.77 +57 24 54.8   5.32
06 42  3.32 +19 26 34.5   1.32
06 42  3.69 +29 42 47.9   2.46
06 42  3.77 +44 41 11.2   0.73
06 42  5.20 +56 52 37.2   0.50
06 42  6.34 +69 18 24.6   0.44
06 42  9.06 +70 16 28.2   0.71
06 42  9.42 -25 23 26.9   0.93
06 42  9.91 +43 14  4.3   1.11
06 42 10.97 +31 49 55.4   0.90
06 42 12.53 +37 47 47.4   2.29
06 42 12.72 +52 19 12.8   0.47
06 42 12.76 +19 40 31.2   1.18
06 42 14.05 +38 32 43.9   0.46
06 42 15.13 +20 43 48.9   0.83
06 42 16.16 +60 57 43.5   2.70
06 42 17.35 +19 31 38.8   3.35
06 42 17.62 -26 05 53.1   1.01
06 42 18.02 +71 50 53.3   0.39
06 42 19.32 +56 38 48.6   0.73
06 42 19.33 +70 56 55.8   0.61
06 42 20.36 -09 36 43.4   3.45
06 42 20.79 +56 04 47.9   0.39
06 42 21.10 +13 28 13.2   0.80
06 42 21.59 +61 05  0.7   0.53
06 42 21.71 +66 41 30.8   0.50
06 42 21.99 -11 47 22.9   0.51
06 42 22.10 -12 01 42.2   3.38
06 42 23.44 -03 00 32.5   0.96
06 42 23.94 +01 54 21.0   1.04
06 42 26.28 +15 35 17.0   0.52
06 42 26.45 +50 10 23.2   0.98
06 42 27.59 +76 07 15.4   1.97
06 42 27.80 +80 31 16.3   2.14
06 42 28.53 +14 15 22.9   0.82
06 42 28.68 +60 28 11.3   0.64
06 42 28.82 +58 19  5.8   0.86
06 42 29.13 -11 49  2.5   1.18
06 42 30.46 +18 08 47.7   0.46
06 42 30.64 -17 34 50.5   2.90
06 42 30.76 +12 53 53.9   1.08
06 42 31.09 +00 54 17.4   2.34
06 42 32.93 +71 55  4.5   0.46
06 42 33.06 -24 25 13.1   2.16
06 42 33.75 +16 19 41.1   1.72
06 42 34.11 +17 52 51.2   1.05
06 42 34.44 +24 57 55.9   2.56
06 42 34.85 +54 50 40.5   1.72
06 42 35.80 +41 17  6.4   1.09
06 42 36.05 +24 26 51.0   3.81
06 42 36.32 -29 15  9.1   2.13
06 42 36.93 -32 54 25.6   1.71
06 42 37.64 -04 36  7.9   1.52
06 42 38.87 +16 58 26.2   1.50
06 42 40.66 +35 10 20.8   0.99
06 42 40.72 +72 15 39.0   3.26
06 42 41.20 -04 20  3.2   2.45
06 42 41.33 -19 50 50.4   1.34
06 42 41.74 +00 59 38.0   2.27
06 42 42.29 +35 33  0.4   0.52
06 42 43.11 +33 20 29.9   0.60
06 42 44.19 +33 18 19.9   1.31
06 42 45.56 +67 17 19.1   0.41
06 42 46.14 +59 43 32.9   0.68
06 42 46.35 +41 40  2.3   0.75
06 42 47.06 -06 47 24.3   2.38
06 42 47.53 -27 38 30.6   3.58
06 42 48.96 -05 35 59.9   0.94
06 42 49.61 +63 45  0.4   0.55
06 42 50.23 -17 02 21.8   0.90
06 42 50.69 +58 38 32.7   0.68
06 42 51.09 -10 15  1.3   0.96
06 42 52.23 +47 15  9.9   0.42
06 42 52.51 -21 06 35.8   0.77
06 42 53.43 +20 44  2.3   0.84
06 42 56.98 +12 31 24.8   1.54
06 42 57.85 -26 41 35.4   0.71
06 42 58.55 +60 21 19.1   0.55
06 42 59.19 +28 40 55.2   1.52
06 42 59.90 +40 13 44.8   2.98
06 43  2.09 +02 00 11.5   2.40
06 43  2.34 +17 52 59.0   0.59
06 43  2.66 +53 02 34.8   0.56
06 43  2.90 -14 07 48.4   0.82
06 43  4.29 +37 36 22.1   1.44
06 43  4.79 +03 26  7.7   0.99
06 43  5.51 -24 29 10.7   0.65
06 43  6.29 -23 45 34.5   0.71
06 43  7.36 +23 19  2.0  28.89
06 43  9.20 +13 08 51.3   2.57
06 43  9.58 -00 15 57.7   1.11
06 43  9.71 -07 05 14.1   3.16
06 43 10.33 +38 32 44.9   0.44
06 43 10.68 +53 43 13.8   1.30
06 43 11.40 +43 19 23.8   0.82
06 43 11.75 -10 40 11.7   1.07
06 43 14.47 +51 15 40.1   0.89
06 43 15.64 -04 05 48.6   1.08
06 43 15.90 +42 10 20.2   1.77
06 43 15.97 +66 02 23.8   0.69
06 43 16.32 -16 26 52.6   3.08
06 43 17.82 +28 08 52.0   1.47
06 43 18.89 +63 06 46.8   0.77
06 43 20.87 -14 38 28.0   1.30
06 43 24.16 +14 31 46.2   0.48
06 43 24.91 +42 10 46.1   1.75
06 43 26.00 +40 15 49.4   0.91
06 43 26.52 +70 10 37.8   0.48
06 43 26.67 +26 15  3.8   0.74
06 43 27.15 -22 25 15.3   0.62
06 43 28.85 -15 17 24.4   3.25
06 43 31.77 +23 09 31.6   5.44
06 43 33.92 -13 22  0.9   0.63
06 43 38.07 +51 58  9.0   0.57
06 43 38.97 +44 51  6.7   2.70
06 43 39.05 +23 54 28.5   1.02
06 43 39.69 -11 45 47.7   1.58
06 43 40.10 +40 52 53.5   0.42
06 43 40.89 +63 53 33.3   0.52
06 43 41.36 -23 32 12.9   0.75
06 43 42.27 -05 32 23.3   0.88
06 43 42.55 +33 35 26.6   0.95
06 43 43.26 -28 07 47.9   1.07
06 43 44.40 -25 00 13.5   1.32
06 43 44.63 +59 59  6.9   0.57
06 43 44.96 +58 38 22.1   0.46
06 43 45.04 -27 46 53.0   0.93
06 43 45.20 +47 07  9.3   0.52
06 43 47.32 -06 10 15.0   1.22
06 43 48.36 -02 06 22.9   1.60
06 43 48.76 +35 28 29.3   0.52
06 43 52.07 +50 46 38.1   1.78
06 43 54.07 +38 38 58.7   1.45
06 43 55.77 -23 22  3.6   0.50
06 43 57.95 -23 31 11.8   1.55
06 43 59.34 +75 16  7.3   0.61
06 43 59.69 +01 22 12.2   0.98
06 44  0.70 +34 14 43.4   0.67
06 44  1.35 +13 09  1.9   1.80
06 44  1.76 +45 10 42.6   0.46
06 44  3.13 +49 30 29.5   0.44
06 44  3.23 +20 50 30.9   2.48
06 44  4.16 -27 06 31.1   1.52
06 44  4.50 +59 55 23.1  11.42
06 44  4.76 +64 40 45.2   2.91
06 44  7.40 -09 03 49.3   0.84
06 44  8.51 +53 17 52.1   0.81
06 44  8.76 +33 34  3.8   1.18
06 44  9.36 +75 03 12.9   0.50
06 44 10.19 +54 42 55.2   0.44
06 44 11.14 +30 02 35.0   1.17
06 44 11.30 +27 46 49.0   1.30
06 44 11.45 +21 42 29.4   4.88
06 44 11.53 +17 06 60.0   1.63
06 44 12.91 +43 18 39.8   0.72
06 44 12.97 +33 46  8.9   0.48
06 44 13.93 -05 16 31.9   5.34
06 44 14.03 -08 02  6.0   0.78
06 44 14.05 -12 26 55.5   1.13
06 44 14.55 -31 55 56.3   4.43
06 44 15.94 +05 06 33.4   2.49
06 44 16.95 +31 20 49.2   0.92
06 44 17.27 +10 36  0.6   1.78
06 44 18.45 -00 46 18.9   5.18
06 44 19.20 -16 12 42.5   1.00
06 44 20.61 +38 37 34.2   1.33
06 44 20.62 +37 15 38.9   0.51
06 44 22.61 -08 01 59.4   2.29
06 44 23.24 -20 44  3.0   0.68
06 44 23.40 +12 27 31.5   0.63
06 44 24.33 +53 30 51.3   1.39
06 44 24.67 -16 07 41.0   1.00
06 44 24.81 +55 27 21.5   0.49
06 44 24.91 +26 05 47.9   0.90
06 44 25.24 +13 22  6.5   0.61
06 44 27.26 +54 40 26.9   1.13
06 44 28.14 +12 25 39.8   3.02
06 44 28.24 +13 12 12.6   0.69
06 44 30.45 +49 22 49.6   1.19
06 44 32.04 +00 44 57.8   1.32
06 44 32.61 +13 39 11.6   0.67
06 44 32.68 +51 34 59.1   1.29
06 44 34.16 -24 23 58.0   2.92
06 44 34.71 +36 37 50.5   1.47
06 44 36.30 +46 31 10.8   0.47
06 44 36.39 +55 24 32.3   2.78
06 44 37.07 +68 31  0.4   0.46
06 44 40.31 +70 05 13.6   2.99
06 44 40.36 +25 42 36.0   1.15
06 44 40.40 +16 24 53.1   0.93
06 44 43.11 -24 47 36.9   0.56
06 44 43.11 +43 27 54.1   0.55
06 44 44.51 -08 57 22.0   2.03
06 44 44.90 -11 00 20.8   0.61
06 44 45.06 -08 01 18.1   2.88
06 44 45.15 +08 17 19.5   4.08
06 44 45.71 -10 22  3.7   4.14
06 44 45.77 +40 21  3.1   4.11
06 44 46.38 +14 57  4.5   0.52
06 44 46.54 -01 03 53.4   0.89
06 44 51.87 -12 38 44.6   0.71
06 44 52.11 +75 28 36.5   0.89
06 44 53.53 +28 18 28.7   1.77
06 44 54.19 +39 14 53.2   0.72
06 44 55.39 +71 35 35.7   0.57
06 44 56.03 +48 36 29.6   0.62
06 44 56.15 -00 44 22.5   1.62
06 44 56.78 +23 28 17.0   2.35
06 44 57.02 +54 41 30.6   0.73
06 44 57.44 +05 31  4.9   2.80
06 44 57.46 +22 37  5.2   1.75
06 44 58.85 +31 49 58.6   6.78
06 44 59.48 +27 17 55.1   2.22
06 45  0.06 -10 33 13.2   1.25
06 45  1.06 +60 24 43.4   7.88
06 45  4.61 -25 34 18.5   0.62
06 45  5.48 +44 56 45.7   0.52
06 45  8.68 -06 31 50.0   1.75
06 45 10.11 +33 38 44.8   0.46
06 45 10.31 +29 29 14.2  13.39
06 45 10.71 +45 05 10.1   0.48
06 45 11.42 -04 41 46.6   8.57
06 45 13.44 +60 47 22.0   0.60
06 45 14.27 -22 32 16.8   2.40
06 45 15.29 +27 34 54.6   0.52
06 45 15.55 +53 14 29.2   0.52
06 45 15.70 +34 05 36.8   3.09
06 45 17.16 +05 31 35.5  12.94
06 45 19.33 +14 39 43.5   0.70
06 45 19.42 -07 46 43.9   2.50
06 45 23.38 -02 24 27.8   1.03
06 45 23.62 +38 15 39.2   0.42
06 45 24.08 +21 21 44.9  36.85
06 45 25.08 +44 23 18.8   2.70
06 45 26.24 +13 40 37.1   1.97
06 45 26.47 +08 33 56.2   0.97
06 45 27.17 +13 26 52.4   3.73
06 45 30.34 -04 15 26.5   1.16
06 45 30.95 -17 44 47.7   1.29
06 45 31.38 -13 26 30.8   0.58
06 45 31.59 +14 39 40.1   0.68
06 45 32.43 +47 45 26.8   1.33
06 45 32.97 +60 14 33.7   0.49
06 45 33.56 +13 27 53.1   2.17
06 45 34.39 +18 40 55.9   0.53
06 45 34.57 +57 02 54.7   0.80
06 45 34.86 +26 34 47.0   3.35
06 45 34.90 +77 57 14.6   4.50
06 45 35.45 +00 37 24.5   5.50
06 45 35.60 +14 00 18.1   2.02
06 45 35.71 -17 34 34.2   1.02
06 45 36.10 +17 38 40.1   0.75
06 45 36.84 +14 58 24.4   0.63
06 45 37.58 +24 21  7.5   1.86
06 45 38.30 +47 14 17.2   0.99
06 45 40.06 +40 47 25.9   0.45
06 45 40.89 +49 13 29.7   0.41
06 45 42.52 +19 36 52.4   1.48
06 45 42.91 +11 26 53.7   1.29
06 45 43.82 -14 22  7.1   1.00
06 45 44.34 -15 50 16.7  11.13
06 45 45.45 -03 27 12.2   6.08
06 45 46.63 +56 17 53.8   3.31
06 45 47.80 +19 58 21.2   0.81
06 45 49.00 -09 56 35.1   0.69
06 45 50.34 -23 26 39.5   0.73
06 45 51.85 +20 06 27.8   0.71
06 45 52.03 -12 23 46.9   0.78
06 45 52.43 +13 15 58.5   2.38
06 45 52.51 +47 50 58.0   0.57
06 45 52.58 +11 54 32.0   0.92
06 45 54.96 +77 55 12.5   8.30
06 45 55.26 +37 22 54.6   0.48
06 45 56.31 +12 53 35.1   0.61
06 45 57.06 +71 28 28.0   0.52
06 45 57.18 -17 18 50.2   0.57
06 45 57.38 +41 21 22.2   0.56
06 46  1.10 +14 33 27.4   0.64
06 46  1.87 +57 52 32.1   1.75
06 46  2.79 +55 24  5.6   0.40
06 46  6.17 -04 13  1.3   1.90
06 46  6.92 -02 15 48.3   1.74
06 46  7.41 +11 39 33.6   0.80
06 46  7.47 +11 43  0.8   0.87
06 46  8.16 -32 21 17.6   1.58
06 46  8.60 +16 52 28.0   0.85
06 46 13.13 -17 58 27.9   0.87
06 46 13.84 +26 28 30.3   0.93
06 46 14.31 +28 33 48.1   0.59
06 46 15.24 -18 23 47.2   1.48
06 46 15.27 +30 41 26.3   0.69
06 46 17.06 +03 53  1.4   2.95
06 46 19.39 +34 25 58.7   0.56
06 46 19.82 +37 57 18.2   0.42
06 46 20.75 +59 46 27.0   3.56
06 46 21.64 +40 44 45.4   5.31
06 46 21.64 +37 02 52.5   2.55
06 46 22.46 -29 19 14.2   1.59
06 46 22.53 +48 30  7.1   0.38
06 46 23.81 -26 30 30.5   1.94
06 46 26.77 +48 11 47.4   0.40
06 46 27.82 +18 09 48.4   0.69
06 46 28.77 +12 25 30.2   0.84
06 46 29.09 +43 59  0.6   0.55
06 46 29.33 +62 08 56.5   3.69
06 46 30.19 +47 50 42.6   0.43
06 46 30.55 +17 19 18.7   5.19
06 46 31.11 +18 30  9.3   1.34
06 46 31.59 -27 16 24.8   0.87
06 46 34.74 -06 18 31.3   1.65
06 46 35.11 +13 20 35.1   0.96
06 46 35.25 +39 11 54.3   1.21
06 46 35.64 +38 51 39.5   0.55
06 46 36.41 -14 58 26.8   0.73
06 46 37.02 +23 35 17.2   1.95
06 46 37.29 -09 37  5.0   4.33
06 46 38.77 -10 35 28.0   3.16
06 46 39.89 +31 22 48.7   0.38
06 46 42.88 +68 07 38.8   1.06
06 46 43.20 -09 55 41.0   0.70
06 46 43.35 -24 24 50.2   0.53
06 46 43.41 -09 33  5.0   2.92
06 46 44.02 +68 52 42.6   3.20
06 46 44.35 +35 02 53.0   1.13
06 46 44.46 +27 07 52.6   1.65
06 46 44.74 -25 21  4.2   0.72
06 46 44.81 -22 04 56.3   0.71
06 46 46.56 +14 06  3.2   0.69
06 46 46.94 +12 59 15.1   1.33
06 46 47.49 +07 50 46.6   1.34
06 46 47.61 +11 05 56.7   1.76
06 46 47.76 +21 35 57.7   2.90
06 46 48.53 +20 04 28.5   0.50
06 46 50.47 -14 30 34.7   1.43
06 46 51.97 -07 22 31.9   2.81
06 46 52.19 +60 58 25.7   2.10
06 46 52.56 -15 20 45.4   3.52
06 46 53.53 +36 23 13.6   0.80
06 46 55.59 +25 36 20.9   3.06
06 46 55.64 -06 01 41.3   1.79
06 46 56.69 -07 02 50.6   1.13
