Results from heasarc_nvss: NRAO VLA Sky Survey Catalog
Coordinate system:  Equatorial
lii      |bii      |flux_20_cm|flux_20_cm_error
213.20507| 55.73946|    1686.2|            50.6
 85.70199| 83.34574|    1686.6|            50.6
339.89994| 52.57738|    1687.2|            50.6
222.69179|  7.15190|    1688.6|            50.7
  8.18575|-18.77006|    1689.1|            57.1
 52.38977|-36.50361|    1689.5|            59.7
193.52097|-32.01593|    1689.8|            59.6
163.07547|-35.96007|    1690.5|            53.2
182.90014| 29.04989|    1691.2|            59.2
137.63772|-52.60008|    1692.3|            50.8
356.90491|  0.08116|    1692.6|            57.7
122.25289|  3.44865|    1693.5|            50.8
204.78400| 10.08430|    1693.7|            58.7
226.92115|-76.77566|    1693.9|            55.8
134.18215|-36.65681|    1697.3|            58.0
133.73899|-35.91693|    1698.1|            59.9
 40.01000| 17.18482|    1699.6|            51.0
152.54774|-12.52365|    1699.6|            59.8
 25.41178|  9.80426|    1699.7|            55.1
177.88291| -5.46405|    1700.2|            55.0
229.88311|-12.37695|    1706.0|            52.0
124.68855|  5.28716|    1706.3|            60.2
355.30977|-15.94094|    1706.8|            59.8
142.60173|-23.48684|    1707.2|            51.2
 47.81903| 26.28790|    1707.5|            51.2
355.23266|  0.05233|    1707.7|            51.8
347.82654| 12.47708|    1708.3|            51.3
150.57264|  4.56085|    1710.0|            54.3
175.57545|-65.43598|    1714.8|            57.1
339.25926| 16.55327|    1716.3|            55.2
  2.89678|-21.13608|    1716.9|            56.4
  6.69802|-35.53681|    1717.1|            58.8
120.08895|  1.46734|    1718.9|            53.5
353.19043| -5.82269|    1719.6|            60.6
100.70563| 36.62150|    1720.1|            51.6
254.80052| 59.84954|    1721.1|            51.6
147.33465|  9.98222|    1723.4|            51.7
131.03352| 46.10007|    1723.5|            51.7
341.61765|  6.21792|    1724.0|            51.7
234.94930|-51.97441|    1724.5|            52.9
223.71045|-34.89677|    1726.6|            51.8
220.18859| 62.05861|    1727.5|            51.8
 34.44531| 31.09547|    1727.7|            55.4
 46.06888| 14.36228|    1729.1|            51.9
263.01458| 52.54298|    1730.4|            51.9
 27.84987| 36.35227|    1733.7|            52.0
186.29303|-43.15813|    1734.4|            61.7
 26.59814|  5.77655|    1735.1|            52.1
145.47012| 26.19928|    1738.6|            52.2
106.96831|-16.41520|    1739.2|            52.2
139.16576| 61.56659|    1740.6|            52.2
278.09166| 33.29551|    1741.1|            52.2
313.01895| 28.95470|    1741.4|            59.4
  9.15128| 12.76279|    1742.8|            61.6
102.56975|  5.71260|    1743.7|            52.3
185.64162| 11.72930|    1744.1|            61.5
 37.29912| 42.97135|    1748.5|            61.4
 78.12751| -0.32541|    1749.6|            53.1
192.62989| -0.01821|    1751.5|            53.1
287.68983| 27.46304|    1752.0|            68.3
 87.46983| 14.76454|    1753.5|            52.6
173.04226| 41.55587|    1754.9|            52.6
221.06899| 19.50068|    1755.0|            61.8
159.70536| -5.38194|    1755.6|            52.7
133.27255|-79.72823|    1756.4|            52.7
126.86436|-30.37656|    1757.0|            53.7
 80.18638|-18.75911|    1760.6|            63.3
 34.77071| 57.79239|    1767.5|            53.0
305.49137| 78.56886|    1768.7|            58.4
 40.53759|-40.95654|    1769.2|            69.7
 24.79732|  0.09697|    1770.4|            58.8
 57.10927| 16.34301|    1771.0|            59.1
157.78420|-48.19940|    1771.9|            63.3
197.19869|-28.46213|    1772.9|            53.2
 11.38187| 54.58033|    1774.2|            53.2
353.72965|  7.44924|    1777.0|            53.3
227.70682| -7.71858|    1777.7|            53.3
 35.59745|-15.28171|    1777.8|            53.3
156.75847| -6.57550|    1783.1|            59.4
359.94046|  0.31200|    1784.8|            54.1
144.66775|-73.42179|    1785.0|            53.6
191.83919| 74.98435|    1785.9|            53.6
172.71197| 34.47975|    1787.1|            63.0
269.62147| 20.15444|    1788.3|            53.7
206.45984| 49.71476|    1788.6|            57.6
 67.67842| -8.27258|    1788.7|            61.1
274.17699| 27.79719|    1792.1|            61.1
111.78355| -2.48403|    1793.1|            54.4
356.22811|  0.67932|    1795.3|            55.6
117.87639| 23.18162|    1796.8|            59.6
 33.41665|-17.83887|    1797.9|            53.9
189.84632| 39.88859|    1798.4|            60.0
 73.87611|-11.72513|    1800.5|            59.9
127.33925| 12.40868|    1800.7|            54.0
153.05077| 51.92641|    1801.9|            54.1
289.23963| 22.94991|    1803.7|            54.1
 97.50307|-50.13104|    1804.2|            54.1
163.68878|  8.98706|    1805.0|            54.2
 22.36645| 49.07507|    1805.6|            71.4
129.81947| 34.50736|    1805.8|            57.1
124.50010| 23.70010|    1806.7|            62.5
 74.95127|  1.13924|    1807.0|            54.9
197.76403| 38.77762|    1807.8|            63.4
 19.53430| 67.46316|    1808.5|            54.3
237.31183| -1.75419|    1808.9|            54.3
235.68980| 73.05998|    1809.2|            54.9
124.28423| 10.38766|    1810.2|            61.0
249.71570| 10.46666|    1810.6|            54.3
261.44040|-76.97652|    1811.7|            55.0
 81.43859|-69.82751|    1813.6|            63.5
151.55368|-49.69977|    1814.1|            54.4
174.55882|  1.41230|    1818.0|            63.9
 24.67662| -0.15890|    1818.8|            59.4
 41.93439|-45.30716|    1820.0|            64.2
 56.98928| 55.06829|    1820.7|            64.1
  0.68992| -0.30129|    1821.1|            55.7
 89.75688|-61.29013|    1821.8|            54.7
174.85283|-44.51688|    1822.8|            55.2
  0.44920|-73.12346|    1823.2|            54.7
 23.40504| -0.18553|    1824.0|            55.3
 32.66836|-32.99085|    1824.3|            63.3
  2.43202|  5.84672|    1825.0|            69.6
 97.79979|-45.83413|    1829.1|            54.9
 64.01225| -7.53303|    1829.5|            54.9
  7.87153| 40.32554|    1830.3|            54.9
354.18755| -0.06082|    1831.2|            55.8
 90.80400|-14.85566|    1832.4|            55.0
200.40119|-21.05139|    1833.1|            69.8
133.59610| 28.86251|    1833.5|            61.5
304.11626| 50.29929|    1834.6|            60.3
 83.15951|-30.08711|    1837.2|            55.1
 15.31372| -0.70418|    1837.9|            55.8
 11.92255|  2.19508|    1839.0|            63.8
150.93507|-20.48596|    1843.0|            55.3
117.80926|-49.40328|    1843.3|            63.3
133.54184| 14.76661|    1843.5|            55.3
 64.13527| -0.46979|    1843.7|            59.0
130.98594| 28.77252|    1844.8|            55.3
111.97906| -1.99817|    1845.3|            56.0
315.07460| 22.10977|    1846.5|            65.2
 88.52201| 49.13421|    1846.9|            60.0
347.61622|  0.15013|    1848.9|            60.9
211.87226| 20.90131|    1849.3|            55.5
159.84494| -9.48371|    1849.8|            55.5
 75.76875|  0.35003|    1850.8|            58.0
153.63750| -1.56645|    1852.3|            55.6
208.90262|-45.04476|    1853.4|            64.1
 20.15214| 17.88353|    1853.8|            60.6
 14.05998| 27.32459|    1853.9|            55.6
189.56634| -0.63954|    1856.8|            65.6
 62.52838|-63.03780|    1860.3|            65.1
  5.15317|-28.41074|    1860.9|            55.8
120.15258| 51.29929|    1863.6|            55.9
 60.94378| 70.37002|    1863.7|            55.9
129.45289|-49.32646|    1864.0|            58.9
119.31455|-23.34598|    1864.9|            62.5
 71.76264| 36.22957|    1865.5|            56.0
123.81275|  5.28326|    1867.5|            56.0
170.28645|-44.90492|    1868.5|            58.6
112.65828|-15.84555|    1872.3|            56.2
 98.79343| 40.68622|    1872.7|            64.9
146.70924| 27.11563|    1873.0|            56.2
 65.34462|-64.85205|    1874.6|            56.2
206.08949| 27.69175|    1875.1|            56.3
188.11299| 46.77995|    1875.1|            56.3
134.99786|-17.60130|    1875.4|            58.9
  3.47200|-55.43699|    1879.3|            56.4
115.28399| 38.29478|    1880.4|            66.2
 83.40185| 13.25404|    1881.1|            58.3
 53.86722|-57.07152|    1881.8|            56.5
208.25967| 30.28996|    1882.8|            65.2
111.82919| -2.49005|    1884.8|            57.2
111.94403| -1.91009|    1885.7|            57.2
100.13129| 29.16715|    1885.9|            72.6
125.63668| -6.23119|    1888.5|            56.7
 91.71301|-30.91125|    1888.9|            56.7
353.20800|  0.91705|    1890.9|            61.6
 72.96213| 38.18933|    1891.8|            65.3
241.13707| 18.94818|    1894.5|            66.8
100.98767|-15.83571|    1894.7|            56.8
113.59615|  9.70714|    1899.3|            57.0
319.32825| 34.10639|    1900.8|            57.0
117.79394|-27.70788|    1902.9|            57.1
294.81542| 21.95280|    1905.1|            57.2
215.75180|-13.52368|    1905.1|            57.2
325.83043| 52.32636|    1906.3|            57.2
170.59077|-36.23754|    1906.7|            67.3
349.50901|  1.05574|    1906.8|            66.8
111.85983| -1.84788|    1907.1|            57.8
111.88573| -1.65131|    1910.4|            57.9
223.36211|-31.40640|    1912.5|            63.9
163.79742|-11.98111|    1915.1|            57.5
222.98558|-28.65738|    1915.5|            57.5
181.42558|-65.75953|    1915.8|            73.7
 78.10606|  1.72810|    1919.0|            58.8
 24.81713|  0.11393|    1919.7|            59.0
336.87037| 59.19628|    1921.6|            57.7
 29.65933|-10.60758|    1925.1|            66.8
128.25977| 15.03703|    1926.5|            57.8
106.22102|-12.47473|    1927.5|            57.8
201.53754| 69.02621|    1927.9|            65.2
202.29209| 11.53253|    1930.8|            57.9
 12.46074| 37.89158|    1932.5|            64.3
199.97901|-15.37292|    1934.2|            58.0
150.60215| -0.95725|    1934.3|            59.3
150.61328|-15.90050|    1935.0|            61.9
150.11009|-13.08857|    1935.1|            58.8
  6.32001|  1.97190|    1936.5|            68.0
113.00352|-17.77271|    1939.6|            58.2
110.10718|  0.04546|    1941.1|            71.4
108.23085| 33.61379|    1941.3|            58.2
156.77067|-39.10972|    1941.4|            58.2
188.35865| 48.65217|    1949.6|            65.1
359.87192|  0.21930|    1954.3|            59.2
314.73737| 40.28212|    1954.5|            65.1
 14.89193|-14.44703|    1954.9|            66.3
197.14663| -0.85308|    1955.8|            58.7
 94.23293|-82.01438|    1957.1|            58.7
  6.68714| 46.01621|    1960.0|            58.8
225.74340| 17.07205|    1962.6|            58.9
216.98971| 11.38019|    1964.3|            58.9
138.55837| 40.51218|    1964.4|            69.4
283.96346| 74.50513|    1965.8|            62.6
  0.16494| -0.51011|    1966.6|            59.6
289.81592| 51.72062|    1966.7|            64.8
175.58192| -6.24299|    1968.3|            61.4
 83.88982|-39.19645|    1968.8|            59.1
336.74428| 38.69191|    1969.3|            59.1
181.81522|-27.77464|    1970.5|            66.8
243.57062| 12.23140|    1970.7|            59.1
 33.18750|-48.37561|    1971.6|            59.2
329.96523| 38.71123|    1973.1|            69.5
 82.89984|-49.77042|    1975.5|            64.6
 19.50695| 28.76735|    1976.2|            59.3
184.16362| -5.77382|    1977.2|            59.8
359.79552|  0.19652|    1977.4|            59.8
  1.43886|  7.51221|    1979.4|            69.6
147.48534| 71.40470|    1979.9|            59.4
117.87347|-44.08809|    1984.1|            68.0
116.90940|-42.75354|    1989.4|            59.7
173.15102|-33.29507|    1990.0|            59.7
  0.77098|  0.01381|    1990.4|            60.3
 33.16176| 41.11049|    1993.9|            63.1
357.61076| 14.68473|    1994.0|            70.4
 33.83643|-44.91248|    1994.9|            59.8
 46.79850| 42.32846|    1998.6|            62.5
349.83476| -0.53191|    2002.5|            66.2
196.46663| 39.67177|    2003.4|            60.1
 29.32441|-53.34953|    2003.9|            60.1
111.58022| 49.63591|    2008.2|            60.2
142.27086|-62.96432|    2010.1|            61.4
173.79233| 22.19911|    2011.4|            60.3
 19.24324|  2.15361|    2017.1|            60.5
 22.57198|-56.49078|    2023.6|            60.7
164.10822| -3.65519|    2023.8|            60.7
249.74498|  3.72690|    2024.8|            63.4
199.41306| 78.37419|    2030.8|            71.8
205.50467|-46.32659|    2033.0|            70.1
 96.84773|-19.52263|    2041.2|            71.9
340.68066| 27.57783|    2041.9|            61.3
191.26104| -5.21045|    2042.2|            61.3
193.94955| 32.60432|    2043.1|            71.7
245.66586| 24.38600|    2044.4|            71.9
158.95953| 65.89787|    2048.8|            80.7
 17.73478|-39.57561|    2050.1|            62.4
 93.50528|-66.64648|    2050.7|            61.5
 41.27658| 40.89137|    2052.0|            70.5
233.66836| -5.02088|    2056.0|            70.6
177.85776| 31.91749|    2056.6|            61.7
 60.74009|-30.01864|    2058.8|            67.9
 61.85477|-46.72651|    2059.1|            62.6
239.35224|-52.85020|    2059.6|            72.5
122.99801| 26.61180|    2060.1|            72.2
 49.42194| -0.30759|    2060.8|            66.6
 34.25277|  0.12884|    2061.2|            63.2
226.37266|-57.04921|    2061.7|            61.9
258.04016| 38.39851|    2065.1|            72.9
  2.99148|-58.39349|    2066.1|            62.0
197.01469|-23.33648|    2066.7|            62.0
 29.77389|-44.01450|    2068.2|            62.0
158.79789|  7.75101|    2068.3|            65.6
243.87892|-22.14919|    2068.4|            62.1
  8.13907|  0.23686|    2070.0|            64.8
 29.43353| 34.51315|    2070.1|            62.1
349.12473|  0.01522|    2074.9|            64.6
235.56476| -9.25786|    2078.1|            70.3
352.59945| -0.17987|    2082.3|            64.8
140.27626|-24.42668|    2086.0|            73.4
187.10034|-31.03311|    2086.3|            73.6
185.24589| 42.55419|    2086.4|            62.6
135.31724| 38.48081|    2086.7|            68.1
 37.87320| -0.39879|    2092.9|            70.6
 96.08289| 13.77530|    2093.1|            62.8
221.29863|-36.54924|    2094.1|            62.8
255.07533| 81.66039|    2094.4|            73.9
207.64051|-68.49520|    2095.8|            73.4
181.83878|-27.77601|    2098.2|            70.7
149.19870| 79.31620|    2098.4|            63.0
120.85093| 15.09597|    2100.7|            63.0
 70.33040|  1.58782|    2100.8|            73.5
101.22534|-16.10912|    2103.8|            63.1
166.03368| 34.43702|    2104.2|            71.1
 51.36464| -0.00481|    2104.3|            64.1
 32.75377| 10.60848|    2109.4|            63.3
 11.90453|  0.74703|    2109.9|            63.9
174.05673| 12.43139|    2115.1|            71.2
  1.18524| 38.01496|    2116.1|            65.1
350.33902|  2.76834|    2116.6|            63.5
283.90212| 24.30251|    2119.9|            64.7
238.77025|-43.32242|    2122.1|            73.6
 93.45503|-73.68717|    2122.3|            63.7
148.01017| 28.41688|    2122.6|            74.8
226.08989| -5.29078|    2122.9|            63.7
135.33570|-75.14698|    2125.1|            75.0
182.27992|-35.73486|    2126.7|            74.9
102.85396|  9.88862|    2127.1|            63.8
 35.82955| 34.93213|    2130.2|            63.9
 37.76391| -0.21207|    2131.2|            71.7
 87.35353|-35.64848|    2133.0|            64.0
359.79819|  0.31990|    2135.5|            64.6
 61.28621| 17.45155|    2138.3|            72.1
  7.72802| 21.41727|    2139.0|            64.2
 45.43059|  0.06350|    2140.3|            64.9
281.16948| 56.47675|    2141.3|            74.0
167.64781| -1.90093|    2142.1|            71.3
222.50252| 63.13019|    2143.0|            75.4
 60.18239| 17.19298|    2152.1|            64.6
 26.72650|-69.69681|    2157.5|            73.3
126.47211|-64.23127|    2163.8|            74.8
213.59899| 33.58078|    2163.8|            64.9
169.65350|-67.37254|    2165.0|            65.0
 74.86654|  1.22390|    2165.9|            65.0
174.53177| -1.31692|    2167.6|            65.0
347.74780| -1.14234|    2170.8|            76.6
 78.37258|-14.17465|    2171.3|            65.1
 31.84864|  0.03864|    2172.5|            66.6
174.36682| 44.75939|    2175.1|            71.5
 49.48684| -0.41085|    2175.8|            70.3
184.68429| -5.49821|    2178.5|            67.4
138.91302| 55.67599|    2179.4|            65.4
112.04764|-46.53393|    2180.0|            65.4
348.48894|  0.05918|    2180.1|            67.9
 39.48451|-17.68428|    2185.0|            65.6
200.19943| 52.71779|    2185.2|            75.3
199.66825|-54.94256|    2188.7|            65.7
 15.63014| 12.32962|    2196.4|            65.9
149.46577|-28.52818|    2196.9|            65.9
 95.30811| 26.30306|    2206.0|            66.2
  0.86557|  0.08219|    2209.9|            70.2
 21.37467|-40.19454|    2209.9|            69.0
 70.85739|-29.51586|    2210.7|            66.3
124.61810|-66.42843|    2210.8|            66.3
111.53955| -2.35627|    2213.6|            67.0
 59.04365|-46.64874|    2218.2|            66.5
110.03791| 29.06489|    2223.2|            66.7
 78.12458| -0.39342|    2224.6|            67.4
228.60260| 42.31025|    2227.9|            77.8
111.89923| -2.15441|    2228.1|            67.5
  5.96330| -1.17100|    2228.9|            68.5
196.64018|  0.16752|    2236.2|            67.1
188.44368| -5.71836|    2237.7|            78.9
328.04892| 72.51242|    2238.0|            67.1
132.92007| 33.81752|    2240.1|            75.8
197.91156|-22.81508|    2244.5|            67.3
141.19724|-53.12556|    2246.0|            67.4
 78.17785| -0.40199|    2246.3|            68.0
145.21280| -2.33205|    2247.9|            78.6
 82.58554|  0.41956|    2253.9|            68.2
 22.54869| 20.66212|    2254.8|            67.6
201.84628| 18.07060|    2257.7|            67.7
159.26136| 36.89646|    2257.7|            79.1
  9.21136| 51.77605|    2258.8|            77.5
184.26845| 35.14841|    2259.6|            67.8
  1.59530| 47.51002|    2262.7|            67.9
201.45064|-25.29541|    2264.3|            67.9
326.66926| 31.15959|    2268.8|            78.3
128.92733| 11.96417|    2271.0|            68.1
108.19747|  0.57945|    2272.3|            79.5
201.36410| 29.67664|    2272.4|            68.2
352.45171| -8.42519|    2273.0|            68.2
353.09941|  0.66761|    2276.2|            75.1
  8.39058|  4.64666|    2276.5|            79.7
228.57140| 42.26331|    2280.0|            77.3
 44.55963|-26.79893|    2282.2|            68.5
102.06082|-37.62673|    2284.3|            68.5
188.63754| 23.58682|    2284.3|            68.5
348.81713| 13.31565|    2285.8|            68.6
 15.28620| -0.68513|    2286.1|            69.2
122.65150| 60.55557|    2288.3|            68.7
112.95193| -7.74491|    2288.3|            68.7
246.32370| 15.01548|    2292.0|            80.9
110.60016|  4.69436|    2293.2|            80.7
145.67315| 41.93902|    2297.7|            68.9
140.14251|-16.76691|    2303.1|            69.1
 14.21646| 42.23089|    2303.3|            69.1
203.75418| 14.63009|    2303.9|            69.1
113.70667|-12.02529|    2305.9|            69.2
 33.68617| 47.32967|    2313.7|            69.4
 15.24360| -0.76674|    2325.4|            70.5
 21.67061|-41.83011|    2332.5|            82.3
 80.88385|  0.42177|    2336.1|            70.8
 76.08443| 22.47585|    2336.5|            82.2
136.82298|-40.70691|    2337.9|            82.6
130.39512| 38.54864|    2339.4|            79.2
197.90096| 26.40010|    2353.8|            75.9
 55.44426|-66.47683|    2357.4|            70.7
212.30801|-43.73501|    2361.2|            70.8
213.66128| 33.15912|    2364.3|            70.9
160.03640|-15.91401|    2365.1|            71.0
 80.44867|-57.75913|    2370.5|            75.4
213.99698| 34.50425|    2370.8|            71.1
243.45400|-19.96618|    2371.5|            90.9
236.44131|  3.02940|    2372.0|            83.7
201.53169|  0.50801|    2379.1|            71.4
351.42566|  0.66061|    2381.9|            83.6
 29.95682| -0.01698|    2383.2|            88.9
184.70961| -5.48255|    2386.1|            72.1
 25.81305|  0.23791|    2389.3|            72.4
103.50426|-33.11214|    2392.7|            75.5
283.73774| 74.39174|    2393.3|            73.0
225.23163| 42.67908|    2393.7|            78.6
172.45169| 20.57458|    2397.4|            71.9
101.95414| 65.09541|    2398.3|            71.9
350.50509|  0.95576|    2399.9|            93.2
354.51285|-11.26410|    2399.9|            83.8
336.79358| 59.56645|    2400.4|            79.4
326.10662| 28.60627|    2402.0|            84.6
 90.52984|  1.31041|    2407.4|            74.8
103.52453| 50.69394|    2410.4|            72.3
 71.52534|-75.27765|    2414.8|            72.4
 38.39787|-43.31949|    2415.0|            87.5
 39.31569| 17.71814|    2416.3|            72.5
  5.78697| 58.16875|    2417.6|            72.5
 53.75367|-22.02872|    2417.7|            84.3
119.71065| 49.39289|    2422.9|            72.7
188.00122|-42.45469|    2423.6|            72.7
180.96566|-42.04313|    2434.1|            75.4
251.90045| -8.14010|    2436.5|            85.1
196.98291|  1.10336|    2443.5|            73.3
 45.13105|  0.14335|    2443.7|            81.5
239.44569| 65.25562|    2446.9|            73.4
 25.77107|  0.22022|    2454.6|            75.3
106.12933|-19.29526|    2455.6|            84.5
  1.12692| -0.10590|    2457.2|            86.9
 42.26974|-12.32265|    2467.6|            85.1
 76.81961|  4.29603|    2470.1|            74.1
186.27182| 23.13679|    2473.1|            74.2
 76.04285|  5.71211|    2483.5|            91.4
346.17954| 17.18596|    2488.1|            79.8
 86.17068|-46.36287|    2488.8|            74.7
 21.41430|-40.15727|    2500.4|            77.6
 41.11392| -0.33501|    2501.0|            78.3
127.10634|-62.69539|    2508.8|            75.3
112.00758| -2.22703|    2511.2|            76.7
 21.67369|-31.99289|    2519.9|            86.1
352.14032| 16.31842|    2521.2|            75.6
 34.93648| 49.15929|    2522.0|            75.7
272.49527| 35.43662|    2524.8|            75.7
 10.30282| -0.14738|    2525.1|            87.6
 84.94009|-20.92710|    2526.4|            84.9
  0.61032| -0.20623|    2532.5|            76.5
229.01841|-37.01578|    2541.3|            76.2
120.95361| -3.88269|    2541.9|            85.0
 15.74166|-43.56393|    2542.0|            89.8
 90.53191| 57.50272|    2543.0|            98.8
 77.14538|  5.75490|    2547.3|            88.0
100.28837|  9.42871|    2559.9|            76.8
312.25706|-81.49664|    2560.1|            76.8
 21.44932|-40.17299|    2564.9|            86.1
284.95906| 31.57407|    2570.7|            90.8
256.56884|  0.64294|    2576.5|            77.3
145.08346| 29.44540|    2581.6|            77.4
191.10786|  8.67537|    2581.7|            86.8
  8.99269| 73.04192|    2585.6|            88.0
 63.65629|-34.07157|    2589.1|            91.4
193.12045|  8.29516|    2590.0|            87.1
145.59839|-23.98413|    2600.3|            90.7
 36.00643|-20.79572|    2601.4|            78.0
157.47764|-74.44859|    2611.0|            92.2
174.38318| 44.75263|    2612.0|            87.4
 41.38884| 42.10134|    2612.7|            89.7
212.96809| 30.13905|    2613.0|            78.4
265.35124|  7.19035|    2614.7|            92.3
 14.90315|-14.46123|    2617.4|            86.8
131.82697|-60.99118|    2620.7|            78.6
 88.09686| 51.05227|    2624.0|            88.2
134.51719|-53.75161|    2627.9|            78.8
224.57322|-50.23607|    2634.5|            83.9
129.82994|-30.31393|    2635.2|            79.1
 65.53656|-71.89244|    2641.5|            79.2
 43.16346| -0.03221|    2642.2|            85.2
 23.43558| -0.20965|    2644.1|            82.3
 79.30397|  0.27911|    2659.3|            86.7
231.77044|-36.38438|    2660.1|            80.5
 41.12667| -0.28663|    2665.6|            84.3
111.80979| -2.43593|    2665.7|            80.6
 71.01359|-29.26606|    2666.7|            80.0
320.02429| 48.37483|    2676.3|            80.3
158.99970|-18.76509|    2676.6|            80.3
 46.95009| 10.53977|    2681.6|            82.7
128.18244| 15.85822|    2682.1|            80.5
 29.64204| 55.41547|    2688.0|            80.6
359.32985|  7.75965|    2690.6|            80.7
266.92234| 59.10396|    2690.8|            80.7
351.28902| 40.13850|    2700.9|            81.0
283.65645| 74.40819|    2705.3|            82.2
 84.26397|-40.74860|    2706.3|            81.2
 19.60865| -0.23602|    2708.2|            98.0
245.49919| 50.51257|    2710.1|            81.3
343.64128| 35.06041|    2711.0|            81.3
 16.87438|-13.21763|    2713.8|            81.4
182.67616| 28.82996|    2717.9|            84.0
  2.16384|-64.91133|    2719.8|            81.6
  3.17062| 25.50143|    2725.6|            96.2
195.28992|-33.13983|    2725.8|            81.8
 61.08570| 42.33635|    2726.0|            81.8
 27.12682|-36.04379|    2726.2|            89.7
196.84162|-13.73859|    2728.7|            81.9
 21.47490|-40.18138|    2732.6|            97.9
207.62349| 21.84104|    2734.1|            82.0
 18.68409|  1.97498|    2738.9|            84.6
140.85554|-47.24304|    2740.2|            82.2
350.10523|  0.08328|    2740.6|            91.8
 42.25828|-12.30405|    2741.0|           101.7
 41.10505| -0.29779|    2741.4|            87.5
  0.72072| -0.19131|    2742.3|            82.9
222.61112|-16.18271|    2742.4|            82.3
250.50782| -6.88818|    2749.5|            97.1
173.07762|-67.26170|    2753.0|            82.6
134.59404| 62.70855|    2755.0|            89.3
244.06717| 32.34689|    2756.2|            97.3
231.43156| 11.96030|    2758.7|            98.2
227.76791|  3.14052|    2759.9|            82.8
 13.18693|  0.04603|    2761.8|            85.2
181.40048|-65.77067|    2764.1|            97.4
140.00773| 27.27213|    2767.6|            86.9
 78.02116|  0.62165|    2768.4|            83.8
353.40884| -0.38076|    2771.3|            85.3
188.06893|  0.03898|    2771.6|            83.1
272.53467| 58.84343|    2773.9|            97.8
216.94230|-43.17865|    2778.2|            83.3
 12.43775|  3.84486|    2782.4|            97.1
 27.93233|-40.91340|    2791.6|            91.8
176.98197|-40.84288|    2793.8|            83.8
356.22312| 31.80775|    2795.0|            83.9
  0.02375|  0.27020|    2795.5|            84.4
107.95155| -1.49732|    2796.2|            83.9
354.26098| 55.38485|    2797.3|            83.9
255.69567| 51.28217|    2799.6|            96.2
181.88269|-37.50534|    2808.2|            94.1
 63.68318|-42.02135|    2809.8|            84.3
180.98217|-42.00342|    2810.1|            87.4
111.89957| -1.61879|    2811.3|            85.0
103.47695|-33.05379|    2812.3|            90.2
 30.14870|  1.30748|    2815.3|            89.5
104.94021|  5.83271|    2817.0|            84.5
 83.93643|  0.77515|    2824.3|            91.1
 18.66595|  1.96172|    2828.2|            87.6
278.20629| 74.48745|    2834.9|            96.5
166.30852| 80.63911|    2845.9|            85.4
135.09674| 16.98342|    2846.5|           100.4
 72.22617| -0.97914|    2852.6|            99.1
 15.32892| -0.65887|    2862.0|            86.5
 20.19402|-50.54223|    2865.3|            86.0
350.47767| 34.29439|    2865.5|           100.8
197.92294| 26.41864|    2866.2|            92.5
230.02530|-12.43234|    2866.9|           108.0
171.43701| -7.79724|    2868.0|           101.1
242.14359|-21.81531|    2872.3|            86.2
170.65680| 62.25043|    2875.1|            86.3
 45.40528|  4.15115|    2875.9|            86.3
111.57356|  0.81563|    2876.3|            86.9
 85.95675|-18.77866|    2878.4|            98.5
 69.21274| -3.76721|    2880.1|            93.8
183.70851| 46.16378|    2884.6|            86.5
132.60854|-33.12438|    2889.8|            97.0
 37.22100| 53.84989|    2892.3|           101.7
144.31221|-24.54981|    2894.4|            86.8
112.01377| -1.80124|    2895.2|            87.5
293.39280| 79.11431|    2895.8|           101.8
  8.14003|  0.22433|    2895.9|           107.2
  0.78303| -9.21388|    2898.1|           101.4
242.25281| 20.72144|    2898.1|            86.9
 63.17307|  0.44070|    2900.4|            87.6
  0.03142| -0.52814|    2905.2|            87.8
  0.01833|  0.22563|    2906.0|            87.8
226.77336|-18.72531|    2918.7|            87.6
  9.71935|-83.62307|    2922.8|            95.0
161.67171| -8.84158|    2923.7|           103.2
 72.19798| 89.21130|    2923.9|            97.7
 57.51186| 16.87617|    2924.3|            87.7
221.92262|-34.82726|    2927.9|            89.5
 29.68962| -0.24095|    2928.4|            98.4
196.56236|-42.71954|    2929.3|           111.9
 70.87657|-28.39042|    2933.6|            95.7
 98.15871|-17.06754|    2934.4|            99.1
328.72004| 16.95754|    2937.7|           103.5
204.92604|-41.75589|    2940.2|            98.4
134.21777|-38.38657|    2940.9|            88.2
129.46203|-49.27741|    2943.8|           102.5
 34.25988|  0.14498|    2948.5|            98.3
128.80757| 31.51585|    2952.2|            88.6
323.22495| 54.56836|    2958.5|            88.8
238.17068|-23.30444|    2959.6|           104.3
234.04425| 46.66473|    2964.2|            88.9
 62.72995|  8.52752|    2972.4|            92.3
233.58515|  1.44430|    2974.8|           104.8
189.78357| 77.23373|    2978.3|            89.4
 75.76712|  0.34210|    2980.6|           110.2
 53.73378| 48.71040|    2990.6|            89.7
120.55576|  1.20654|    2991.8|           105.5
 97.37194|-87.96389|    2993.8|           113.5
 48.59129|  0.04403|    2995.6|            92.4
 31.90028|  0.03599|    3002.8|            91.5
103.17691| 49.08864|    3006.0|            90.2
107.46169|-61.74822|    3009.2|            90.3
 69.52247| 43.59691|    3018.7|            99.9
 40.63984|-48.02233|    3020.8|            90.6
146.82185|-30.69610|    3024.2|            90.7
 29.71224| -0.25839|    3035.0|            94.4
 25.39733| -0.14091|    3043.7|           110.4
 30.11290|  1.37201|    3050.5|            98.8
